"cod","municipio","departamento","hom90","pob90","tas90","hom91","pob91","tas91","hom92","pob92","tas92","hom93","pob93","tas93","hom94","pob94","tas94","hom95","pob95","tas95","hom96","pob96","tas96","hom97","pob97","tas97","hom98","pob98","tas98","hom99","pob99","tas99","hom00","pob00","tas00","hom01","pob01","tas01","hom02","pob02","tas02","hom03","pob03","tas03","hom04","pob04","tas04","hom05","pob05","tas05","hom06","pob06","tas06","hom07","pob07","tas07","hom08","pob08","tas08","hom09","pob09","tas09","hom10","pob10","tas10","hom11","pob11","tas11","hom12","pob12","tas12","hom13","pob13","tas13"
5042,"Santafé de Antioquia","Antioquia",28,20698,"135.278770895739",21,20836,100.787099251296,19,20979,90.5667572334239,19,21126,89.9365710498911,18,21278,84.5944167684933,10,21432,46.6592011944756,0,21591,0,0,21749,0,0,21904,0,5,22056,22.6695683714182,0,22203,0,8,22346,35.8005907097467,12,22489,53.3594201609676,19,22629,83.9630562552477,16,22767,70.2771555321298,14,22903,61.1273632275248,3,23031,13.0259215839521,3,23190,12.9366106080207,3,23354,12.8457651794125,8,23522,34.010713374713,2,23688,8.44309354947653,13,23858,54.49,10,24025,41.6233090530697,13,24202,53.7145690438807
5044,"Anza","Antioquia",10,6752,"148.104265402844",7,6828,102.519039250146,7,6899,101.463980286998,7,6961,100.560264329838,6,7015,85.5310049893086,6,7061,84.9737997450786,21,7101,295.732995352767,12,7138,168.11431773606,10,7172,139.431121026213,1,7208,13.873473917869,16,7248,220.75055187638,2,7290,27.4348422496571,14,7329,191.021967526266,3,7362,40.7497962510187,7,7390,94.722598105548,3,7415,40.4585300067431,4,7433,53.8140723799274,2,7451,26.8420346262247,2,7468,26.7809319764328,0,7484,0,1,7500,13.3333333333333,2,7515,26.61,0,7529,0,4,7543,53.0292986875249
5045,"Apartadó","Antioquia",0,68183,"0",154,71477,215.453922240721,210,74959,280.153150388879,234,78650,297.520661157025,167,82563,202.269781863547,228,86674,263.054664605303,480,90953,527.745099117126,370,95364,387.987081078814,153,99871,153.197624936168,181,104415,173.346741368577,183,109001,167.888367996624,163,113575,143.517499449703,94,118124,79.5773932477735,50,122640,40.7697325505545,46,127058,36.2039383588597,50,131416,38.0471175503744,27,135654,19.9035782210624,63,139913,45.0279816743262,56,144283,38.8126113263517,54,148745,36.3037413022286,44,153319,28.6983348443441,91,158059,57.57,43,162914,26.3942939219465,36,167895,21.4419726614849
5051,"Arboletes","Antioquia",29,29178,"99.3899513331962",22,28275,77.8072502210433,20,27510,72.7008360596147,20,26900,74.3494423791822,19,26464,71.7956469165659,12,26196,45.8085203847916,0,26092,0,0,26141,0,0,26335,0,0,26665,0,0,27124,0,6,27697,21.6629959923457,6,28361,21.1558125595007,1,29098,3.43666231356107,1,29894,3.34515287348632,2,30738,6.50660420326632,5,31609,15.8182796039103,5,32493,15.3879297079371,4,33385,11.9814287853827,6,34293,17.4962820400665,4,35212,11.3597637169147,3,36149,8.3,7,37124,18.8557267535826,6,38100,15.748031496063
5055,"Argelia","Antioquia",16,11831,"135.237934240554",12,11776,101.902173913043,11,11710,93.936806148591,11,11632,94.566712517194,10,11540,86.6551126516464,9,11434,78.712611509533,12,11319,106.016432547045,17,11196,151.839942836727,1,11068,9.03505601734731,30,10935,274.348422496571,2,10801,18.5168039996297,0,10669,0,0,10531,0,17,10390,163.618864292589,31,10244,302.616165560328,10,10091,99.0982063224656,3,9929,30.2145231141102,1,9789,10.2155480641536,3,9645,31.104199066874,1,9513,10.5119310417324,1,9382,10.6587081645705,1,9240,11,1,9108,10.9793588054458,2,8968,22.3015165031222
5059,"Armenia","Antioquia",9,6771,"132.919805050953",7,6683,104.743378722131,6,6592,91.0194174757282,6,6498,92.3361034164358,6,6400,93.75,3,6296,47.6493011435832,2,6190,32.3101777059774,3,6082,49.3258796448537,2,5971,33.4952269301624,3,5860,51.1945392491468,3,5747,52.2011484252654,3,5636,53.2292405961675,2,5524,36.2056480811006,3,5415,55.4016620498615,2,5305,37.7002827521206,2,5196,38.4911470361817,2,5086,39.3236335037357,0,4975,0,1,4878,20.50020500205,0,4775,0,0,4673,0,2,4578,43.69,2,4484,44.6030330062444,4,4383,91.2616929044034
5079,"Barbosa","Antioquia",281,32746,"858.120075734441",384,33423,1148.90943362355,298,34082,874.36183322575,260,34698,749.322727534728,159,35307,450.335627495964,85,35910,236.702868281816,86,36525,235.455167693361,72,37143,193.845408286891,67,37783,177.328428129053,65,38417,169.19592888565,76,39067,194.537589269716,73,39725,183.763373190686,34,40398,84.1625823060548,29,41069,70.6128710219387,15,41754,35.9247018249749,27,42453,63.5997456010176,27,43165,62.550677632341,19,43901,43.2791963736589,23,44650,51.511758118701,13,45414,28.6255339763069,23,46177,49.8083461463499,47,46954,100.1,46,47722,96.3916013578643,45,48503,92.7777663237325
5086,"Belmira","Antioquia",7,5615,"124.6660730187",5,5640,88.6524822695036,5,5664,88.2768361581921,5,5689,87.8889084197574,4,5713,70.0157535445475,4,5736,69.7350069735007,3,5761,52.0742926575247,5,5788,86.3856254319281,11,5820,189.003436426117,2,5857,34.1471743213249,9,5901,152.516522623284,1,5954,16.7954316425932,0,6009,0,2,6066,32.9706561160567,1,6126,16.3238654913484,2,6188,32.3206205559147,0,6251,0,2,6311,31.6906987799081,1,6366,15.7084511467169,2,6420,31.1526479750779,1,6479,15.4344806297268,0,6534,0,2,6590,30.3490136570561,7,6645,105.342362678706
5088,"Bello","Antioquia",658,261996,"251.14887250187",770,268685,286.580940506541,615,275419,223.296141515291,422,282198,149.540393624335,435,289036,150.500283701684,444,295945,150.027876801433,438,302922,144.591677065383,420,309979,135.493049529162,331,317124,104.375575484668,329,324362,101.429883895154,341,331726,102.795680772686,428,339233,126.166970784092,439,346978,126.520989803388,261,354967,73.5279617541912,162,363229,44.5999631086725,118,371625,31.7524386141944,104,380105,27.3608608147749,112,388401,28.8361770438284,80,396665,20.1681519670251,106,404895,26.1796268168291,88,413186,21.2979142565334,97,421576,23.01,117,430034,27.2071510624741,92,438577,20.9769322148676
5091,"Betania","Antioquia",15,12150,"123.456790123457",11,12030,91.4380714879468,10,11903,84.0124338402084,10,11769,84.9689863199932,10,11626,86.0141063134354,7,11477,60.9915483140194,17,11327,150.083870398164,23,11177,205.779726223495,25,11030,226.654578422484,11,10891,101.000826370398,2,10762,18.5839063371121,5,10646,46.9659966184482,3,10536,28.4738041002278,3,10432,28.7576687116564,5,10334,48.3839752274047,3,10246,29.2797189146984,6,10165,59.026069847516,4,10076,39.6982929734021,2,9978,20.0440970134295,6,9881,60.7225989272341,6,9778,61.3622417672326,3,9688,30.97,2,9586,20.8637596494888,1,9487,10.5407399599452
5093,"Betulia","Antioquia",21,15543,"135.109052306505",16,15623,102.413108877936,14,15700,89.171974522293,15,15771,95.1112801978315,13,15838,82.0810708422781,12,15900,75.4716981132075,9,15964,56.3768479077925,15,16028,93.5862241078113,6,16098,37.2717107715244,17,16175,105.100463678516,10,16262,61.4930512852048,42,16362,256.692335900257,8,16458,48.6085794142666,1,16552,6.04156597390044,8,16642,48.0711452950367,6,16725,35.8744394618834,4,16801,23.8081066603178,1,16895,5.91891092039065,4,16993,23.53910433708,4,17082,23.4164617726262,4,17164,23.3045910044279,9,17245,52.19,1,17317,5.77467228734769,9,17409,51.6973978976391
5101,"Ciudad Bolívar","Antioquia",37,29703,"124.566542100125",28,29619,94.5339140416624,25,29534,84.648202072188,26,29446,88.2972220335529,24,29353,81.763363199673,24,29252,82.0456720907972,35,29154,120.052136928037,24,29052,82.6104915324246,14,28952,48.3558994197292,6,28854,20.7943439384487,18,28760,62.586926286509,14,28673,48.8264220695428,9,28581,31.4894510339036,27,28486,94.7834023730956,14,28386,49.3200873670119,14,28279,49.5067010856112,9,28166,31.9534190158347,15,28051,53.4740294463656,13,27935,46.5366028279936,9,27818,32.3531526349845,8,27699,28.8819090941911,9,27579,32.63,8,27458,29.1354068031175,22,27335,80.4828973843058
5107,"Briceño","Antioquia",12,8689,"138.10565082288",9,8718,103.234686854783,8,8741,91.5227090721886,8,8759,91.3346272405526,8,8770,91.2200684150513,3,8773,34.1958281089707,3,8772,34.1997264021888,6,8771,68.4072511686239,0,8767,0,8,8767,91.2512832211703,8,8770,91.2200684150513,29,8776,330.446672743847,29,8781,330.25851269787,4,8786,45.526974732529,4,8786,45.526974732529,17,8783,193.555732665376,22,8776,250.683682771194,8,8769,91.2304709773064,8,8761,91.3137769660998,1,8753,11.4246544042043,5,8745,57.1755288736421,23,8737,263.25,5,8728,57.2868927589368,12,8720,137.614678899083
5113,"Buriticá","Antioquia",10,7217,"138.561729250381",8,7222,110.772639158128,7,7222,96.926059263362,7,7215,97.020097020097,6,7201,83.3217608665463,4,7181,55.7025483915889,0,7155,0,6,7129,84.1632767569084,6,7102,84.4832441565756,3,7077,42.3908435777872,8,7055,113.394755492558,10,7038,142.08581983518,2,7021,28.4859706594502,3,7000,42.8571428571429,2,6979,28.6574007737498,6,6955,86.2688713156003,3,6929,43.2962909510752,4,6899,57.9794173068561,0,6858,0,1,6829,14.6434324205594,1,6790,14.7275405007364,2,6758,29.59,1,6716,14.8898153662895,6,6689,89.6995066527134
5120,"Cáceres","Antioquia",28,19756,"141.729094958494",21,19953,105.247331228387,19,20219,93.971017359909,19,20562,92.4034626981811,18,20988,85.7632933104631,19,21492,88.4049879024753,15,22067,67.9748040059818,14,22702,61.668575455907,5,23392,21.374829001368,0,24131,0,1,24915,4.01364639775236,4,25733,15.5442428010726,8,26548,30.1340967304505,1,27357,3.65537156851994,2,28158,7.10277718587968,10,28945,34.5482812230092,19,29709,63.9536840688007,22,30511,72.1051424076562,26,31344,82.9504849412966,51,32178,158.493380570576,23,33043,69.6062706170747,43,33950,126.66,12,34865,34.4184712462355,28,35823,78.1620746447813
5125,"Caicedo","Antioquia",9,6735,"133.630289532294",7,6786,103.153551429414,6,6839,87.7321245796169,6,6896,87.0069605568446,6,6957,86.244070720138,7,7022,99.6866989461692,0,7089,0,12,7157,167.668017325695,0,7228,0,1,7299,13.700506918756,1,7374,13.5611608353675,14,7449,187.944690562492,14,7519,186.194972735736,3,7582,39.5673964653126,3,7637,39.2824407489852,9,7686,117.096018735363,4,7723,51.7933445552246,4,7778,51.4271020827976,2,7830,25.5427841634738,1,7887,12.6790921770001,1,7935,12.6023944549464,4,7992,50.05,1,8050,12.4223602484472,2,8099,24.6944067168786
5129,"Caldas","Antioquia",277,51902,"533.698123386382",374,53122,704.039757539249,311,54306,572.680735093728,206,55434,371.613089439694,212,56520,375.088464260439,99,57563,171.985476781961,78,58570,133.173979853167,75,59570,125.902299815343,64,60558,105.683807259157,53,61559,86.0962653714323,87,62579,139.024273318525,84,63623,132.027725822423,78,64691,120.573186378322,62,65784,94.2478414204062,48,66887,71.7628238671192,25,67994,36.7679501132453,34,69085,49.2147354707968,18,70115,25.6721101048278,27,71136,37.9554655870445,22,72116,30.5064063453325,62,73094,84.8222836347717,62,74069,83.71,34,75033,45.31339543934,34,75984,44.7462623710255
5134,"Campamento","Antioquia",14,10118,"138.367266258154",11,10107,108.835460571881,9,10095,89.1530460624071,10,10078,99.2260369120857,9,10057,89.4899075270956,7,10031,69.7836706210747,5,10004,49.9800079968013,4,9976,40.0962309542903,0,9947,0,1,9919,10.0816614578082,2,9896,20.2101859337106,0,9874,0,33,9844,335.229581470947,3,9803,30.602876670407,2,9752,20.5086136177194,2,9688,20.6440957886045,11,9611,114.452190198731,7,9557,73.2447420738726,4,9495,42.1274354923644,9,9439,95.3490835893633,3,9386,31.9624973364586,11,9330,117.9,4,9270,43.1499460625674,4,9209,43.4357693560647
5138,"Cañasgordas","Antioquia",27,19612,"137.670813787477",21,19638,106.935533150015,19,19609,96.894283237289,19,19514,97.3659936455878,18,19349,93.0280634658122,19,19123,99.3567954818805,28,18855,148.501723680721,41,18562,220.881370541967,26,18255,142.426732402082,13,17955,72.4032302979671,30,17673,169.750466813784,10,17421,57.4019861087194,10,17199,58.1429152857724,9,17017,52.8882881824058,4,16884,23.6910684671879,8,16816,47.5737392959087,5,16806,29.7512793050101,3,16832,17.8231939163498,2,16828,11.8849536486808,1,16820,5.94530321046373,3,16808,17.8486435030938,3,16808,17.85,3,16793,17.864586434824,3,16780,17.8784266984505
5142,"Caracolí","Antioquia",9,6237,"144.300144300144",7,6184,113.195342820181,6,6120,98.0392156862745,6,6041,99.321304419798,6,5947,100.891205649908,2,5840,34.2465753424658,2,5726,34.9283967865875,13,5605,231.935771632471,8,5484,145.878920495988,4,5365,74.5573159366263,0,5251,0,2,5145,38.8726919339164,5,5051,98.9902989507028,9,4969,181.122962366673,0,4902,0,3,4855,61.7919670442842,6,4826,124.326564442603,3,4808,62.396006655574,0,4781,0,1,4751,21.0482003788676,0,4726,0,0,4700,0,1,4671,21.4086919289231,1,4646,21.5238915195867
5145,"Caramanta","Antioquia",10,7600,"131.578947368421",8,7479,106.966171948121,7,7346,95.2899537163082,7,7197,97.2627483673753,6,7032,85.3242320819113,8,6855,116.703136396791,8,6671,119.922050667066,12,6484,185.070943861814,4,6304,63.4517766497462,2,6131,32.6211058554885,1,5973,16.7420056922819,6,5834,102.845389098389,12,5712,210.084033613445,1,5615,17.8094390026714,5,5547,90.1388137732107,3,5510,54.4464609800363,1,5503,18.1719062329638,4,5486,72.9128691213999,1,5479,18.2515057492243,0,5459,0,0,5441,0,0,5433,0,1,5410,18.4842883548983,3,5395,55.6070435588508
5147,"Carepa","Antioquia",0,25152,"0",30,26457,113.391540991042,45,27741,162.214772358603,45,28999,155.177764750509,48,30227,158.79842524895,97,31427,308.651796226175,76,32613,233.035905927084,42,33784,124.319204357092,15,34946,42.9233674812568,22,36107,60.9300135707758,24,37270,64.3949557284679,24,38439,62.4365878404745,24,39608,60.5938194304181,21,40779,51.4970940925476,16,41950,38.1406436233611,9,43125,20.8695652173913,12,44292,27.0929287455974,23,45474,50.5783524651449,35,46672,74.9914295509085,18,47884,37.590844540974,16,49132,32.5653342017422,5,50408,9.92,17,51710,32.8756526783988,14,53048,26.3911928819183
5148,"El Carmen de Viboral","Antioquia",48,33342,"143.96256973187",37,34089,108.53941154038,32,34797,91.9619507428801,33,35455,93.0757297983359,31,36058,85.9725997004826,30,36606,81.953778069169,31,37115,83.5241815977368,9,37584,23.9463601532567,32,38022,84.1618010625428,11,38433,28.6212369578227,42,38823,108.183293408546,119,39203,303.548197842002,45,39612,113.601938806422,37,40049,92.386826137981,37,40516,91.3219468851812,17,41012,41.4512825514484,12,41526,28.8975581563358,11,42095,26.1313695213208,11,42670,25.7792359971877,7,43237,16.1898374077757,7,43825,15.9726183685111,9,44403,20.27,4,44992,8.89046941678521,19,45578,41.6867787090263
5150,"Carolina","Antioquia",6,4462,"134.468848050202",4,4488,89.126559714795,4,4503,88.8296691094826,4,4505,88.7902330743618,4,4491,89.0670229347584,3,4466,67.1742051052396,4,4430,90.293453724605,3,4385,68.4150513112885,0,4334,0,6,4278,140.252454417952,4,4219,94.8091964920597,5,4161,120.163422254266,7,4105,170.523751522534,4,4053,98.6923266716013,1,4008,24.9500998003992,0,3971,0,3,3943,76.0841998478316,2,3911,51.1378164152391,0,3871,0,0,3838,0,0,3802,0,0,3760,0,3,3734,80.3427959292983,2,3696,54.1125541125541
5154,"Caucasia","Antioquia",68,48459,"140.324810664686",52,50394,103.186887327856,46,52482,87.6490987386151,48,54744,87.6808417360807,44,57193,76.9324917384995,41,59800,68.561872909699,10,62547,15.987977041265,10,65386,15.2937937784847,7,68282,10.2516036437128,4,71204,5.61766192910511,2,74114,2.69854548398413,12,76994,15.5856300490947,12,79803,15.0370286831322,11,82516,13.3307479761501,4,85102,4.70024206246622,20,87543,22.8459157214169,19,89815,21.1545955575349,25,92139,27.132918742335,68,94485,71.969095623644,124,96871,128.005285379525,128,99297,128.906210660946,144,101788,141.47,9,104318,8.62746601736997,55,106887,51.4562107646393
5172,"Chigorodó","Antioquia",0,35056,"0",120,37198,322.597989139201,201,39216,512.545899632803,268,41090,652.226819177416,120,42805,280.34108164934,215,44384,484.408795962509,336,45868,732.536844859161,171,47282,361.659828264456,65,48656,133.590924038145,80,50023,159.926433840433,59,51411,114.761432378285,44,52846,83.2607955190554,48,54312,88.3782589482987,33,55809,59.1302478094931,18,57340,31.3916986396931,27,58922,45.8232918095109,21,60509,34.7055809879522,30,62122,48.2920704420334,31,63755,48.6236373617755,44,65414,67.2638884642431,54,67103,80.4733022368598,44,68852,63.91,41,70648,58.0341977126033,25,72453,34.5051274619408
5190,"Cisneros","Antioquia",13,9648,"134.742951907131",10,9723,102.848914943947,9,9790,91.9305413687436,9,9846,91.4076782449726,8,9889,80.8979674385681,9,9921,90.7166616268521,9,9941,90.5341514938135,27,9949,271.384058699367,8,9947,80.4262591736202,9,9932,90.6161900926299,10,9909,100.918357049147,3,9878,30.3705203482486,1,9838,10.164667615369,3,9791,30.6403840261465,2,9740,20.5338809034908,3,9682,30.9853336087585,7,9622,72.7499480357514,1,9566,10.4536901526239,4,9506,42.0786871449611,5,9439,52.9717131052018,13,9375,138.666666666667,12,9315,128.82,2,9247,21.6286363144804,6,9191,65.2812534000653
5197,"Cocorná","Antioquia",28,20647,"135.612921974137",22,20642,106.578819881794,19,20543,92.4889256681108,20,20333,98.3622682339055,18,20002,89.99100089991,17,19569,86.8720936174562,7,19062,36.7222746826146,12,18506,64.8438344320761,23,17929,128.283786044955,10,17355,57.6202823393835,23,16809,136.83145933726,64,16315,392.2770456635,98,15875,617.322834645669,39,15515,251.369642281663,50,15256,327.739905610907,15,15119,99.212910906806,10,15097,66.2383254951315,5,15087,33.1411148671041,2,15069,13.2722808414626,1,15068,6.63658083355455,2,15041,13.2969882321654,7,15035,46.56,1,15013,6.6608938919603,5,15010,33.311125916056
5206,"Concepción","Antioquia",8,6104,"131.061598951507",6,6031,99.4859890565412,5,5953,83.9912649084495,6,5868,102.249488752556,5,5774,86.5950813993765,3,5671,52.9007229765473,9,5565,161.725067385445,3,5452,55.0256786500367,12,5338,224.803297115024,14,5222,268.096514745308,16,5108,313.234142521535,22,4994,440.528634361234,10,4876,205.086136177194,13,4756,273.338940285955,2,4634,43.1592576607682,1,4509,22.1778664892437,1,4383,22.8154232261008,3,4275,70.1754385964912,1,4172,23.9693192713327,2,4063,49.224710804824,1,3958,25.2652854977261,1,3851,25.97,2,3756,53.248136315229,1,3659,27.3298715496037
5209,"Concordia","Antioquia",30,21139,"141.917782298122",23,21228,108.347465611457,20,21306,93.870271285084,21,21374,98.2502105361654,19,21427,88.6731693657535,20,21464,93.179276928811,17,21493,79.0955194714558,21,21514,97.6108580459236,19,21528,88.2571534745448,7,21538,32.5006964434952,2,21549,9.28117314028493,15,21560,69.5732838589981,4,21555,18.5571793087451,15,21531,69.666991779295,15,21487,69.8096523479313,10,21420,46.6853408029879,14,21332,65.6291018188637,19,21263,89.3570991863801,8,21206,37.7251721210978,3,21144,14.1884222474461,4,21068,18.9861401177141,10,20998,47.62,5,20922,23.898288882516,9,20843,43.1799644964736
5212,"Copacabana","Antioquia",269,48402,"555.762158588488",374,49515,755.326668686257,301,50538,595.591436147058,207,51455,402.293265960548,184,52279,351.957765068192,81,53037,152.723570337689,83,53737,154.455961441837,64,54418,117.608144363997,73,55118,132.443122029101,95,55874,170.025414325089,80,56685,141.130810620094,54,57561,93.8135195705426,51,58463,87.2346612387322,37,59385,62.3052959501558,17,60303,28.1909689401854,41,61230,66.9606402090478,31,62152,49.8777191401725,27,63062,42.8150074529828,25,63975,39.0777647518562,19,64872,29.2884449377235,28,65773,42.5706596931872,21,66665,31.5,26,67549,38.4905772106175,26,68434,37.9928105912266
5234,"Dabeiba","Antioquia",0,23297,"0",20,23515,85.0520944078248,31,23706,130.768581793639,25,23860,104.777870913663,22,23977,91.7545981565667,29,24057,120.547034127281,31,24111,128.572021069222,75,24140,310.687655343828,40,24153,165.610897197036,39,24156,161.450571286637,25,24157,103.489671730761,16,24159,66.2279067842212,10,24155,41.3992962119644,20,24141,82.8466095025061,3,24119,12.4383266304573,25,24084,103.803354924431,11,24036,45.7646863038775,7,23984,29.1861240827218,7,23926,29.2568753657109,5,23863,20.9529396974396,6,23795,25.2153813826434,16,23722,67.45,6,23643,25.3774901662226,9,23560,38.2003395585739
5237,"Don Matías","Antioquia",17,13140,"129.37595129376",13,13411,96.9353515770636,12,13680,87.719298245614,12,13946,86.0461781155887,11,14208,77.4211711711712,8,14469,55.2906213283572,10,14733,67.8748387972579,14,15002,93.3208905479269,18,15278,117.8164681241,6,15567,38.5430718828291,2,15870,12.6023944549464,13,16195,80.2716887928373,7,16537,42.3293221261414,7,16900,41.4201183431953,7,17287,40.4928559032799,3,17701,16.9481950172307,7,18138,38.5930091520564,18,18580,96.8783638320775,8,19014,42.0742610707899,3,19458,15.4178230033919,6,19908,30.1386377335744,18,20371,88.36,3,20828,14.4036873439601,5,21295,23.4796900680911
