#Rank Country #EPI Score# #10-Year Percent Change# #Environmental Health# #Ecosystem Vitality# #EH - Health Impacts# #EH - Air Quality# #EH -Water and Sanitation# #EV - Water Resources# #EV - Agriculture# #EV - Forests# #EV - Fisheries# #EV- Biodiversity and Habitat# #EV - Climate and Energy# #Child Mortality# #Household Air Quality# #Air Pollution - Average Exposure to PM2.5# #Air Pollution - Average PM2.5 Exceedance# #Access to Sanitation# #Access to Drinking Water# #Wastewater Treatment# #Agricultural Subsidies# #Pesticide Regulation# #Change in Forest Cover # #Fish Stocks# #Coastal Shelf Fishing Pressure# #Terrestrial Protected Areas (National Biome Weights)# #Terrestrial Protected Areas (Global Biome Weights)# #Marine Protected Areas# #Critical Habitat Protection# #Trend in Carbon Intensity# #Change of Trend in Carbon Intensity# #Trend in CO2 Emissions per KwH# #Access to Electricity#
16 #New Zealand# 76.41 2.58 87.92 68.74 94.16 98.33 71.28 77.9 79.49 100 5.42 76.05 62.94 94.16 95 100 100 42.55 100 77.9 62.98 96 100 10.84 0 83.93 84.27 100 36 63.47 35.01 63.15 100
17 Portugal 75.8 7.23 98.24 60.84 100 97.97 96.75 70.33 64.3 7.75 30.07 64.36 80.68 100 95 100 98.92 100 93.5 70.33 36.6 92 7.75 18.53 41.61 50.3 48.82 58.33 100 78.41 50.93 90 100
18 Finland 75.72 0.45 99.44 59.9 100 98.33 100 84.25 66.99 11.77 32.89 61.86 62.24 100 95 100 100 100 100 84.25 37.98 96 11.77 2.78 63.01 50.21 50.49 84.88 NA 62.1 37.12 62.75 100
19 Ireland 74.67 1.7 96.27 60.27 100 98.33 90.47 87.47 66.39 100 16.49 18.74 75.01 100 95 100 100 84.22 96.71 87.47 36.77 96 100 7.05 25.94 10.36 10.36 35.49 NA 70.69 6.08 84.84 100
20 Estonia 74.66 15.91 89.12 65.02 93.47 96.21 77.67 75.27 67.12 9.02 27.66 100 56.71 93.47 89 100 99.64 74.74 80.6 75.27 38.24 96 9.02 0 55.32 100 100 100 NA 79.79 0 42.15 100
21 Slovakia 74.45 2.66 87.89 65.48 93.13 73.12 97.43 57.64 63.85 21.31 NA 84.33 72.48 93.13 100 74.39 44.96 94.86 100 57.64 39.71 88 21.31 NA NA 84.33 91.11 NA NA 90 39.14 53.21 100
22 Italy 74.36 2.72 81.46 69.63 100 80.85 63.51 91.44 58.87 55.41 24.93 79.77 63.41 100 95 82.1 65.47 27.03 100 91.44 37.75 80 55.41 12.47 37.4 62.69 63.18 93.19 100 53.69 62.07 82.59 100
23 Greece 73.28 6.2 91.21 61.32 100 85.88 87.76 87.33 61.01 22.83 25.86 66.49 59.79 100 95 91.05 71.58 80.71 94.81 87.33 38.01 84 22.83 21.49 30.23 95.73 96.11 74.1 0 60.38 33.91 61.66 100
24 Canada 73.14 2.58 97.92 56.61 100 97.85 95.9 80.42 62.52 16.64 21.54 58.4 59.85 100 95 100 98.56 96.04 95.76 80.42 29.04 96 16.64 14.22 28.87 49.33 58.01 76.28 50 53.78 29.2 72.18 100
25 #United Arab Emirates# 72.91 -0.95 88.33 62.64 96.09 86.47 82.41 67.06 92 NA 24.25 96.47 33.86 96.09 100 90.35 69.06 72.13 92.7 67.06 NA 92 NA 9.25 39.24 94.8 94.61 100 NA 16.44 0 69.12 94
26 Japan 72.35 2.17 94.66 57.48 99.2 84.79 100 71.26 46.48 55.41 25.34 73.53 43.54 99.2 95 90.3 69.06 100 100 71.26 0.96 92 55.41 25.32 25.37 87.8 90.78 72.56 43 43.59 34.45 43.51 100
27 France 71.05 3.29 96.48 54.09 100 89.44 100 83.8 65.55 37.94 0 54.45 49.83 100 95 95.97 77.34 100 100 83.8 39.09 92 37.94 0 0 80.81 86.62 50.38 0 55.72 43.07 38.23 100
28 Hungary 70.28 4.1 88.98 57.81 96.71 70.24 99.99 58.62 65.34 100 NA 29.57 66.87 96.71 95 72.21 43.53 99.99 100 58.62 38.68 92 100 NA NA 29.57 29.57 NA NA 75.68 44.03 73.08 100
29 Chile 69.93 7.44 89.42 56.94 91.71 96.8 79.74 68.85 67.39 100 23.35 60.16 35.92 91.71 94 100 96.4 81.52 77.95 68.85 42.78 92 100 21.19 25.52 60.64 47.39 92.62 40 53.08 32.93 12.23 100
30 Poland 69.53 2.67 76.25 65.05 98.71 70.74 59.31 60.73 64.98 58.94 26.52 91.76 60.53 98.71 95 71.89 45.32 44.95 73.66 60.73 33.95 96 58.94 16.67 36.38 100 100 75.28 NA 77.14 46.79 48.99 100
31 Serbia 69.13 2.99 76.71 64.08 84.77 67.17 78.19 8.79 96 100 NA 99.78 62.92 84.77 68 79.18 54.32 70.24 86.13 8.79 100 92 100 NA NA 99.78 99.12 NA NA 76.57 55.3 75.2 100
32 Belarus 67.69 4.17 81 58.82 88.14 81.21 73.66 86.45 68 68.23 NA 41.25 43.15 88.14 100 83.56 60.07 53.4 93.92 86.45 100 36 68.23 NA NA 41.25 41.25 NA NA 90 36.27 41.89 100
33 #United States of America# 67.52 2.23 92.74 50.71 95.33 96.41 86.48 63.66 61.53 14.35 3.34 63.35 56.45 95.33 95 100 94.24 92.27 80.68 63.66 43.05 80 14.35 1.39 5.28 49.58 59.81 100 44 54.67 29.84 60.18 100
34 Malta 67.42 2.7 94.7 49.23 85.76 98.33 100 37.01 19.66 NA 0 80.96 55.32 85.76 95 100 100 100 100 37.01 35.31 4 NA 0 0 100 100 42.88 NA 52.53 60.01 59.41 100
35 #Saudi Arabia# 66.66 4.09 87.54 52.73 94.68 84.45 83.48 28.54 92 NA 6.43 93.7 46.63 94.68 95 89.3 69.06 100 66.97 28.54 NA 92 NA 12.87 0 100 100 81.1 NA 45.83 44.12 48.49 94
36 Belgium 66.61 3.22 89.82 51.14 99.65 69.79 100 60 65.33 23.64 0 57.56 64.47 99.65 95 72.29 42.09 100 100 60 38.67 92 23.64 0 0 86.34 86.34 0 NA 61.8 35.28 70.09 100
37 #Brunei Darussalam# 66.49 -0.84 89.51 51.14 100 94.62 73.93 37.84 68 36.46 42.06 100 21.73 100 95 100 88.85 47.85 100 37.84 NA 68 36.46 11.5 72.62 100 100 NA NA 0 16 64.57 73
38 Cyprus 66.23 2.18 95.23 46.9 100 85.68 100 9.44 61.34 35.07 32.32 77.03 61.92 100 95 93.69 68.35 100 100 9.44 34.68 88 35.07 20.85 43.79 100 100 31.08 NA 64.92 46.81 57.34 100
39 Israel 65.78 0.7 92.57 47.93 98.13 79.57 100 88.4 14.66 NA 0 39.34 41.86 98.13 95 82.56 61.15 100 100 88.4 25.32 4 NA 0 0 71.89 40.47 45.01 0 31.85 38.6 61.48 100
40 Latvia 64.05 5.69 80.52 53.07 91.58 96.29 53.69 49.62 64.57 3.3 0 95.17 53.27 91.58 95 100 93.88 30.33 77.05 49.62 37.15 92 3.3 0 0 100 100 85.5 NA 66.42 0 62.58 100
41 Bulgaria 64.01 3.59 86.57 48.97 87.46 77.23 95.02 28.86 81.62 84.12 0 68.85 48.18 87.46 93 81.13 57.55 100 90.05 28.86 71.24 92 84.12 0 0 100 100 6.55 NA 90 45.22 39.47 100
42 Kuwait 63.94 22.96 77.98 54.59 80.72 61.54 91.69 43 92 NA 0 92.88 42.23 80.72 95 60.47 29.14 100 83.38 43 NA 92 NA 0 0 100 100 78.63 NA 40.39 0 46.4 94
43 #South Korea# 63.79 7.37 81.7 51.86 96.93 62.24 85.92 83.68 46.98 33.76 22.24 50.4 41.55 96.93 100 57.23 29.5 100 71.85 83.68 1.97 92 33.76 23.94 20.54 36.3 36.3 78.58 NA 43.55 11.91 41.53 93
44 Qatar 63.03 -1.33 89.11 45.64 90.52 76.81 100 67.32 88 NA 0 8.47 70.93 90.52 100 76.83 53.6 100 100 67.32 NA 88 NA 0 0 12.7 12.7 0 NA 61.38 79.08 90 94
45 Croatia 62.23 6.34 83.39 48.13 95.79 76.67 77.71 13.23 60.99 63.12 19.3 70.87 63.26 95.79 92 81.17 56.83 76.96 78.47 13.23 25.98 96 63.12 14.72 23.89 71.94 55.18 85.5 NA 72.63 42.91 63.39 100
46 Taiwan 62.18 4.33 90.44 43.33 94.95 76.38 100 4.59 44.96 49.65 27.04 71.39 57.69 94.95 100 76.61 52.52 100 100 4.59 17.93 72 49.65 19.48 34.6 67.65 67.65 78.86 NA 64.79 46.67 48.45 100
47 Tonga 61.68 0.37 75.43 52.51 72.58 85.67 68.03 27.06 56 NA 41.85 92.16 41.88 72.58 57 100 100 49.6 86.46 27.06 100 12 NA 4.76 78.94 97.2 97.2 82.09 NA 7.52 43.04 NA 92
48 Armenia 61.67 8.02 74.61 53.05 80.93 76.6 66.3 22.59 92 74.82 NA 80.16 39.91 80.93 81 84.42 64.39 47.06 85.54 22.59 100 84 74.82 NA NA 73.14 73.94 NA 100 72.39 13.68 89.95 100
49 Lithuania 61.26 9.06 73.87 52.86 92.69 85.09 43.81 45.82 66.61 23.64 0 91.83 51.02 92.69 93 89.98 72.3 40.39 47.22 45.82 37.22 96 23.64 0 0 87.75 87.75 100 NA 70.02 17.71 42.59 100
50 Egypt 61.11 9.67 69.47 55.54 66.83 67.99 73.59 49.5 73.01 NA 23.78 65.26 61.05 66.83 100 65.12 38.85 59.69 87.49 49.5 58.02 88 NA 5.23 42.34 65.81 37.96 92.01 NA 25.37 74.42 35.25 100
51 Malaysia 59.31 2.51 87.71 40.37 95.38 90.54 77.21 8.64 57.68 1.68 17.6 93.37 40.24 95.38 100 96.09 75.54 62.49 91.94 8.64 35.35 80 1.68 21.5 13.7 100 100 73.49 100 37.59 49.44 31.68 99
52 Tunisia 58.99 6.87 81.19 44.19 89.95 99.04 54.57 27.77 88 100 14.85 31.08 54.38 89.95 100 100 97.12 45.86 63.29 27.77 100 76 100 2.94 26.76 7.4 18.81 67.02 NA 66.86 47.71 66.57 100
53 Ecuador 58.54 7.51 73.44 48.62 72.1 98.13 50.07 6.4 96 28.15 37.17 88.09 54.66 72.1 98 100 96.4 53.28 46.86 6.4 100 92 28.15 28.07 46.27 91.85 76.5 100 84 48.8 51.28 61.75 97
54 #Costa Rica# 58.53 2.67 82.62 42.47 90.39 97.88 59.57 0.9 90 19.87 37.51 89.55 38.46 90.39 94 100 99.64 55.5 63.65 0.9 100 80 19.87 27.08 47.93 94.44 89.28 74.46 100 46.55 34.42 38.81 99
55 Jamaica 58.26 2.37 70.03 50.41 72.5 96.33 41.26 10 96 18.52 0 88.04 76.98 72.5 89 100 100 32.02 50.5 10 100 92 18.52 0 0 81.34 95.67 75.13 100 16.38 90 60.32 92
56 Mauritius 58.09 3.9 86.55 39.11 88.37 100 71.27 5.44 92 100 47.5 43.7 29.91 88.37 100 100 100 47.63 94.9 5.44 NA 92 100 0.64 94.36 28.32 28.32 18.17 100 24.23 32.39 NA 100
57 Venezuela 57.8 1.12 72.83 47.79 70.44 99.04 49.01 14.94 94 33.76 18.5 92.92 43.59 70.44 100 100 97.12 48.15 49.87 14.94 100 88 33.76 8.24 28.76 100 100 85.66 86 47.13 19.22 57.04 100
58 Panama 56.84 3.53 68.6 48.99 72.7 94 39.11 20.15 96 14.35 27.75 86.96 52.82 72.7 82 100 100 24 54.22 20.15 NA 96 14.35 19.49 36.01 92.44 76.52 78.87 100 71.48 32.83 60.36 88
59 Kiribati 55.82 10.6 51.45 58.73 58.45 84.67 11.24 27.06 56 NA 36.08 100 NA 58.45 54 100 100 7.65 14.83 27.06 100 12 NA 5.3 66.87 100 100 100 NA NA NA NA 56
60 Jordan 55.78 -0.07 76.96 41.66 79.31 82.51 69.06 42.3 84 NA NA 8.52 65.68 79.31 100 85.3 62.23 75.94 62.17 42.3 NA 84 NA NA NA 8.52 7.5 NA NA 69.19 65.47 65.75 99
61 Seychelles 55.56 2.15 83.36 37.02 83.98 100 66.09 3.96 48 NA 51.16 72.42 26.83 83.98 100 100 100 69.52 62.67 3.96 NA 48 NA 5.56 96.77 75.01 72.4 42.26 100 22.14 33.06 NA 29
62 Montenegro 55.52 1.41 78.31 40.33 98.68 76.19 60.08 5.1 86 100 0 51.6 47.4 98.68 72 88.21 68.35 46.34 73.81 5.1 100 72 100 0 0 77.82 77 0 NA 45.27 51.33 41.59 100
63 Azerbaijan 55.47 7.98 59.37 52.87 60.57 86.87 30.66 13.15 62 63.12 NA 58.66 80.88 60.57 93 93.52 74.1 34.08 27.24 13.15 100 24 63.12 NA NA 58.66 68.89 NA NA 90 78.28 83.55 100
64 Cuba 55.07 4.48 80.64 38.02 93.18 97 51.75 9.19 84 100 32.72 56.06 16.93 93.18 91 100 100 50.99 52.52 9.19 NA 84 100 16.17 49.27 37.17 54.24 82.84 50 0 14.87 23.47 100
65 Mexico 55.03 7.94 69.98 45.06 76.67 87.09 46.2 37.45 55.21 19.87 25.34 62.32 51.35 76.67 86 98.65 76.62 37.49 54.9 37.45 30.41 80 19.87 17.4 33.28 62.93 66.46 82.89 37 60.05 27.12 73.66 99
66 Turkey 54.91 9.03 73.85 42.28 66.06 84.07 71.43 48.93 56.67 52.35 21.9 32.62 46.52 66.06 97 87.95 67.27 48.42 94.44 48.93 17.34 96 52.35 20.78 23.02 13.7 14.34 77.46 25 55.37 40.62 43.4 100
67 Albania 54.73 11.79 72.63 42.8 93.75 68.24 55.91 3.36 60 17.25 0 63.19 85.74 93.75 61 82.56 61.15 56.12 55.69 3.36 100 20 17.25 0 0 58.79 57.06 73.71 NA 86.45 78.69 99.4 100
68 Syria 54.5 1.7 67.09 46.11 78.81 71.08 51.38 82.17 92 3.3 0 23.44 59.1 78.81 100 71.14 42.09 60.45 42.31 82.17 100 84 3.3 0 0 3.76 3.28 63.28 NA 35.2 69.32 39.05 93
69 #Sri Lanka# 53.88 9.94 67.49 44.8 82.82 70.8 48.85 0 92 33.76 62.43 67.7 54.62 82.82 25 100 87.41 48.72 48.99 0 100 84 33.76 50 74.87 85.21 97.14 53.45 35 76.3 49.27 64.84 85
70 Uruguay 53.61 15.61 89.97 29.37 80.39 100 89.51 6.67 68.06 100 20.19 24.62 24.51 80.39 100 100 100 83.18 95.84 6.67 52.12 84 100 19.6 20.79 2.67 2.68 68.49 NA 18.47 60.86 10.73 99
71 Suriname 53.57 1.13 67.15 44.52 64.28 96 41.16 0.01 90 63.12 17.55 75.04 52.76 64.28 88 100 100 35.23 47.08 0.01 100 80 63.12 1.64 33.45 57.55 83.9 83.67 NA 82.78 40.15 NA 100
72 #South Africa# 53.51 6.04 59.33 49.64 47.51 94.4 36.08 27.86 79.2 100 2.52 63.96 49.87 47.51 85 100 98.2 26.15 46.01 27.86 70.41 88 100 5.04 0 38.22 42.62 100 75 52.04 56.54 38.54 83
73 Russia 53.45 4.21 74.22 39.6 83.12 94.36 45.17 21.5 16.93 35.07 12.73 53.39 61.02 83.12 100 100 83.09 23.4 66.93 21.5 21.87 12 35.07 17.32 8.14 61.08 64.28 88.21 0 90 26.94 47.77 100
74 Moldova 53.36 6.04 66.88 44.34 76.03 73.63 50.99 34.15 74 100 NA 7.51 63.16 76.03 89 79.01 52.88 39.43 62.56 34.15 100 48 100 NA NA 7.51 7.14 NA NA 81.55 49.64 90 99
75 #Dominican Republic# 53.24 0.47 69.12 42.65 78.15 97.55 31.68 5.9 52.69 5.79 37.15 92.94 44.06 78.15 93 100 99.64 34.44 28.92 5.9 9.38 96 5.79 20.67 53.62 75.78 97.03 98.96 100 90 39.28 45.65 98
76 Fiji 53.08 6.61 70.72 41.33 72.54 87.67 51.94 3.9 94 58.94 38.36 37.98 65.71 72.54 63 100 100 41.08 62.81 3.9 100 88 58.94 9.09 67.62 16.45 18.27 77.21 40 21.24 67.16 NA 56
77 Brazil 52.97 3.72 72.22 40.13 68.59 97.64 50.44 10.87 74.51 10.81 24.68 66.74 53.82 68.59 94 100 98.92 32.68 68.19 10.87 61.01 88 10.81 20.09 29.28 82.4 73.54 81.04 30 52.02 26.19 79.65 99
78 Thailand 52.83 1.91 71.17 40.61 88.23 67.67 57.62 16 62.13 25.34 19.05 70.19 46.05 88.23 74 76.49 52.52 54.7 60.55 16 32.26 92 25.34 21.88 16.23 76.12 51.63 82.82 NA 42.41 42.91 52.4 100
79 #Trinidad and Tobago# 52.28 6.52 71.66 39.36 63.01 99.88 52.08 5.25 96 17.88 24.58 83.48 32.54 63.01 100 100 99.64 51.06 53.09 5.25 NA 96 17.88 0 49.16 96.18 92.05 45.68 100 26.96 11.34 51.79 99
80 Palau 51.96 10.84 85.17 29.82 76.45 100 79.06 40 12 NA 50 43.95 1.02 76.45 100 100 100 100 58.12 40 NA 12 NA 0 100 65.92 65.92 0 NA 2.42 0 NA 56
81 Morocco 51.89 6.66 63.35 44.25 64.96 98.85 26.24 39.39 46.35 100 19.37 31.2 49.4 64.96 98 100 98.56 22.92 29.56 39.39 8.71 84 100 21.13 17.61 20.12 12.44 61.05 NA 45.9 44.54 59.1 99
82 Bahrain 51.83 -4.09 83.22 30.9 81.63 74.63 93.4 64.27 12 NA 0 4.99 39.57 81.63 95 76.74 52.16 86.81 100 64.27 NA 12 NA 0 0 7.48 7.48 0 NA 32.21 26.74 56.9 94
83 Iran 51.08 9.03 76.12 34.39 64.34 88.81 75.21 2.77 92 84.12 22.41 37.06 36.73 64.34 100 92.68 73.74 92.23 58.19 2.77 100 84 84.12 16.18 28.64 40.3 34.39 73.54 0 28.76 32.13 46.18 98
84 Kazakhstan 51.07 2.57 75.4 34.85 66.8 95.92 63.48 30.5 37.13 74.82 NA 14.11 43.49 66.8 91 100 96.76 70.62 56.33 30.5 22.26 52 74.82 NA NA 14.11 19.58 NA NA 29.46 39.81 59.37 100
85 Colombia 50.77 4.9 66.01 40.62 63 95.09 39.92 4.6 52.51 26.24 32.46 80.4 43.49 63 86 100 99.28 29.91 49.94 4.6 13.01 92 26.24 9.5 55.42 89.25 77.22 99.14 56 64.68 36.3 48.1 97
86 Romania 50.52 10.91 61.85 42.96 85.36 68.88 31.32 13.05 72.13 45.05 0 63.51 62.82 85.36 83 75.43 48.2 24.66 37.99 13.05 52.27 92 45.05 0 0 40.13 51.12 99.26 NA 90 60.61 51.58 100
87 Bolivia 50.48 4 53.95 48.17 48.63 88.77 24.46 11.3 64 11.77 NA 81.04 63.57 48.63 71 100 95.32 10.37 38.56 11.3 100 28 11.77 NA NA 95.73 91.7 NA 43 0 90 11.28 80
88 Belize 50.46 10.17 79.76 30.93 80.78 96 62.49 2.28 92 4.69 0 98.58 2.59 80.78 88 100 100 46 78.99 2.28 100 84 4.69 0 0 99.93 99.67 96.15 NA 83.28 0 NA 88
89 Macedonia 50.41 5.75 78.26 31.84 100 64.26 70.51 3.74 94 25.34 NA 27.54 54.41 100 67 76.87 48.92 49.19 91.82 3.74 100 88 25.34 NA NA 27.54 46.85 NA NA 90 53.19 53.4 99
90 Nicaragua 50.32 5.14 59.9 43.93 74.66 81.88 23.16 8.4 88 0 28.11 91.67 46.82 74.66 46 100 99.64 12.86 33.46 8.4 100 76 0 21.57 34.66 91.1 91.91 92.01 NA 51.87 37.24 65.96 74
91 Lebanon 50.15 0.34 85.94 26.29 91.77 77.34 88.69 15.08 90 74.82 0 1.71 40.43 91.77 100 78.43 53.6 77.38 100 15.08 100 80 74.82 0 0 2.56 2.56 0 NA 68.34 12.17 56.53 100
92 Algeria 50.08 2.48 70.51 36.45 66.12 99.28 46.13 34.64 94 26.24 23.71 34.86 37.53 66.12 100 100 97.84 60.39 31.87 34.64 100 88 26.24 12.62 34.8 37.12 19.43 48.04 NA 26.2 28.62 55.48 99
93 Argentina 49.55 6.42 86.8 24.72 85.07 99.64 75.7 11.75 96 0 15.68 44.88 16.79 85.07 100 100 98.92 65.27 86.12 11.75 100 92 0 17.74 13.61 29.1 35.9 64.53 50 13.6 22.06 11.47 88
94 Zimbabwe 49.54 4.05 46.42 51.62 43.76 78 17.5 14.03 56 23.64 NA 99.52 NA 43.76 34 100 100 8.02 26.99 14.03 100 12 23.64 NA NA 99.74 98.96 NA 100 NA NA NA 37
95 Ukraine 49.01 5.44 77.71 29.87 83.06 84.76 65.31 14.7 62.03 32.52 25.3 41.46 27.78 83.06 97 88.93 68.35 57.32 73.31 14.7 56.06 68 32.52 8.11 42.48 20.17 22.39 81.82 NA 90 17.52 45.9 100
96 #Antigua and Barbuda# 48.89 4.51 81.6 27.08 83.79 100 61.01 11.37 84 NA 0 60.92 8.41 83.79 100 100 100 49.41 72.62 11.37 NA 84 NA 0 0 38 60.64 45.05 100 13.11 0 NA 88
97 Honduras 48.87 7.05 57.52 43.11 53.31 82.88 36.38 15.54 92 6.17 27.29 76.81 48.29 53.31 49 100 99.64 32.46 40.29 15.54 100 84 6.17 5.41 49.17 82.16 79.69 65.41 80 43.61 50.93 43.04 81
98 Guatemala 48.06 8.63 60.55 39.74 58.89 80.4 42.37 5.37 94 0 32.6 57.55 64.18 58.89 43 100 98.2 32.06 52.67 5.37 100 88 0 21.43 43.78 80.11 53.82 76.26 20 60 56.98 78.52 82
99 Oman 47.75 8.42 81.08 25.52 88.83 96.89 57.52 13.4 24 NA 24.39 42.28 21.64 88.83 95 100 95.68 66.98 48.06 13.4 NA 24 NA 11.16 37.63 61.74 53.99 53.4 0 0 67.9 49.9 94
100 Botswana 47.6 7.18 62.04 37.98 56.09 87.67 42.36 0.95 20 NA NA 100 16.57 56.09 63 100 100 19.15 65.57 0.95 NA 20 NA NA NA 100 100 NA NA 61.98 11.37 6.12 43
101 Georgia 47.23 4.28 73.12 29.97 79.42 75.53 64.39 0 56 84.12 0 29.59 45.43 79.42 54 95.62 76.98 54.67 74.11 0 100 12 84.12 0 0 44.53 44.24 0 NA 40.32 42.22 51.9 100
102 Dominica 47.08 3.54 72.51 30.12 73.9 99.67 43.98 2.99 56 NA 0 66.29 27.95 73.9 99 100 100 33.04 54.92 2.99 100 12 NA 0 0 80.06 85.12 0 100 44.51 25.36 NA 91
103 Bhutan 46.86 1.63 42.07 50.06 42.35 44.86 38.98 0 50 63.12 NA 94.92 NA 42.35 60 50.48 24.1 9.92 68.04 0 100 0 63.12 NA NA 94.92 96.13 NA NA NA NA NA 72
104 Gabon 46.6 7.35 50.09 44.28 37.41 90.97 21.88 0 12 58.94 28.8 82.94 56.67 37.41 74 100 98.92 5.46 38.3 0 NA 12 58.94 26.4 31.2 86.49 84.84 77.49 NA 90 79.52 1.77 82
105 Bahamas 46.58 2.58 73.83 28.42 71.19 98.33 51.95 11.37 12 21.31 39.68 75.53 0 71.19 95 100 100 42.49 61.41 11.37 NA 12 21.31 13.33 66.04 79.55 81.77 65.26 NA 0 0 NA 88
106 Vanuatu 45.88 4.7 57.12 38.39 69.57 72 29.8 27.06 56 74.82 48.81 27.46 NA 69.57 16 100 100 15.67 43.93 27.06 100 12 74.82 2.99 94.63 24.34 24.34 33.72 NA NA NA NA 24
107 #Bosnia and Herzegovina# 45.79 4.4 77.57 24.61 91.03 69.53 72.15 3.18 56 100 NA 2.5 31.71 91.03 55 87.39 66.19 63.05 81.25 3.18 100 12 100 NA NA 2.5 2.5 NA NA 34.14 17.86 57.95 100
108 Barbados 45.5 3.46 87.58 17.45 89.63 100 73.12 11.37 84 NA 50 2.28 12.38 89.63 100 100 100 49.79 96.44 11.37 NA 84 NA 0 100 0.54 0.54 8.03 0 11 14.85 NA 88
109 Turkmenistan 45.07 0.33 66.12 31.04 48.37 98.2 51.78 9.8 50 NA NA 17.86 61.67 48.37 100 100 94.6 85.14 18.42 9.8 100 0 NA NA NA 17.86 21.94 NA NA 79.84 69.25 44.76 100
